State,Value,CV (%)
MICHIGAN,1661,34.2
MICHIGAN,12777,24.7
MICHIGAN,45821,10.1
MICHIGAN,6192,32.6
MICHIGAN,7840,23.7
MICHIGAN,42045,11.3
MICHIGAN,45034,12
MICHIGAN,2493,22.2
MICHIGAN,9331,34.7
MICHIGAN,10896,27.4
MICHIGAN,5170,27
MICHIGAN,17439,24
MICHIGAN,8760,17.8
MICHIGAN,4055,20.3
MICHIGAN,2113,47.8
MICHIGAN,6393,16.6
MICHIGAN,1349,100.7
MICHIGAN,2071,151.1
MICHIGAN,1396,100.8
MICHIGAN,1429,100.6
MINNESOTA,8141000,22
MINNESOTA,3430,15.1
MINNESOTA,12379,11.6
MINNESOTA,1965201000,3.9
MINNESOTA,97272000,48.7
MINNESOTA,88228000,14.9
MINNESOTA,468702000,7.1
MINNESOTA,631248000,6.5
MINNESOTA,202941000,11.9
MINNESOTA,323457000,37.7
MINNESOTA,1218341000,11
MINNESOTA,436869000,11.8
MINNESOTA,265868000,38.5
MINNESOTA,1120816000,6.8
MINNESOTA,81085000,13.9
MINNESOTA,280075000,11.5
MINNESOTA,26937000,17.5
MINNESOTA,403287000,10
MINNESOTA,8877000,22.4
MINNESOTA,1444537000,3
MINNESOTA,67668000,18.4
MINNESOTA,403736000,7.7
MINNESOTA,549877000,6.6
MINNESOTA,176472000,13.3
MINNESOTA,193467000,13.9
MINNESOTA,1279103000,3.4
MINNESOTA,165434000,14.6
MINNESOTA,371428000,8.9
MINNESOTA,1025376000,4.2
MINNESOTA,965591000,5.1
MINNESOTA,346659000,8.5
MINNESOTA,132287000,16.9
MINNESOTA,749892000,7.1
MINNESOTA,70058000,15.5
MINNESOTA,235790000,13.2
MINNESOTA,19378000,21.3
MINNESOTA,363659000,10.8
MINNESOTA,5760000,28.1
MINNESOTA,520664000,12
MINNESOTA,20560000,19.7
MINNESOTA,64966000,18
MINNESOTA,81371000,23.3
MINNESOTA,26470000,21.4
MINNESOTA,252750000,49.4
MINNESOTA,90211000,47.1
MINNESOTA,370924000,14.8
MINNESOTA,11027000,27.7
MINNESOTA,44285000,20.1
MINNESOTA,7559000,30.1
MINNESOTA,39628000,23.5
MINNESOTA,3118000,37.3
MINNESOTA,79958,3.9
MINNESOTA,362,54.7
MINNESOTA,25132,9.5
MINNESOTA,19674,5.9
MINNESOTA,12349,6.6
MINNESOTA,18219,9
MINNESOTA,2677,23.3
MINNESOTA,63647,4.7
MINNESOTA,12306,8.8
MINNESOTA,2515,14.7
MINNESOTA,15359,9.1
MINNESOTA,12794,11
MINNESOTA,20343,9.4
MINNESOTA,7047,13.9
MINNESOTA,16727,7.1
MINNESOTA,6199,17.9
MINNESOTA,65054,4.1
MINNESOTA,19680,11.1
MINNESOTA,16646,6.4
MINNESOTA,10873,6.9
MINNESOTA,15866,10
MINNESOTA,1816,12.2
MINNESOTA,58556,3.8
MINNESOTA,6498,20.4
MINNESOTA,11823,11
MINNESOTA,51872,5.4
MINNESOTA,52224,5.1
MINNESOTA,10618,9.8
MINNESOTA,2211,16
MINNESOTA,12476,8.6
MINNESOTA,10760,12.7
MINNESOTA,17126,10.2
MINNESOTA,5118,13.2
MINNESOTA,14676,7.5
MINNESOTA,4897,22.1
MINNESOTA,14904,10.8
MINNESOTA,5451,17
MINNESOTA,3029,15.7
MINNESOTA,1476,22.9
MINNESOTA,2353,15.1
MINNESOTA,11423,12.1
MINNESOTA,1688,19.2
MINNESOTA,2883,31.2
MINNESOTA,2034,18.2
MINNESOTA,3217,24.7
MINNESOTA,1929,36.6
MINNESOTA,2051,20.2
MINNESOTA,1301,18
MISSISSIPPI,6420000,29.4
MISSISSIPPI,2046,18.1
MISSISSIPPI,2337,12.2
MISSISSIPPI,417116000,14.4
MISSISSIPPI,181879000,14.2
MISSISSIPPI,12726000,19.6
MISSISSIPPI,25655000,31.7
MISSISSIPPI,57825000,16.7
MISSISSIPPI,14238000,25.2
MISSISSIPPI,61162000,17.5
MISSISSIPPI,321728000,19.2
MISSISSIPPI,49165000,20.8
MISSISSIPPI,44799000,39
MISSISSIPPI,311372000,19.7
MISSISSIPPI,17255000,39
MISSISSIPPI,20689000,22.6
MISSISSIPPI,7610000,21.4
MISSISSIPPI,54811000,20.8
MISSISSIPPI,3955000,31.4
MISSISSIPPI,307070000,4.8
MISSISSIPPI,161796000,14.2
MISSISSIPPI,10053000,23.8
MISSISSIPPI,23906000,33.9
MISSISSIPPI,51997000,18.2
MISSISSIPPI,8477000,27.9
MISSISSIPPI,45934000,17.6
MISSISSIPPI,258454000,5.6
MISSISSIPPI,48616000,26.9
MISSISSIPPI,100047000,20.2
MISSISSIPPI,192240000,9.1
MISSISSIPPI,230075000,9.1
MISSISSIPPI,45096000,21.8
MISSISSIPPI,220155000,8.8
MISSISSIPPI,14714000,45
MISSISSIPPI,15758000,25
MISSISSIPPI,6199000,25
MISSISSIPPI,47418000,23.5
MISSISSIPPI,2827000,39.4
MISSISSIPPI,110046000,52.7
MISSISSIPPI,2673000,25.8
MISSISSIPPI,91653000,63.3
MISSISSIPPI,17809,15.4
MISSISSIPPI,800,18.7
MISSISSIPPI,8238,30.5
MISSISSIPPI,2205,19.7
MISSISSIPPI,2158,16.2
MISSISSIPPI,2696,28.2
MISSISSIPPI,1315,28.7
MISSISSIPPI,14683,12.6
MISSISSIPPI,2495,50.1
MISSISSIPPI,248,33.6
MISSISSIPPI,2713,11.2
MISSISSIPPI,2728,28.8
MISSISSIPPI,2168,18.3
MISSISSIPPI,4905,45.7
MISSISSIPPI,2041,18.7
MISSISSIPPI,2871,26.1
MISSISSIPPI,13702,19.2
MISSISSIPPI,671,20.9
MISSISSIPPI,6434,38.1
MISSISSIPPI,1972,21.7
MISSISSIPPI,1910,17.9
MISSISSIPPI,1701,37.5
MISSISSIPPI,1012,35.5
MISSISSIPPI,13078,20
MISSISSIPPI,623,35.8
MISSISSIPPI,2009,13
MISSISSIPPI,10977,22.4
MISSISSIPPI,11210,15.5
MISSISSIPPI,2311,54
MISSISSIPPI,2344,12.5
MISSISSIPPI,1975,34.7
MISSISSIPPI,1764,20
MISSISSIPPI,4012,55.3
MISSISSIPPI,1709,21.7
MISSISSIPPI,1898,32.1
MISSISSIPPI,4107,18.2
MISSISSIPPI,1804,30.2
MISSISSIPPI,3473,18.9
MISSOURI,27705000,18.8
MISSOURI,7707,10
MISSOURI,11652,15.5
MISSOURI,1341805000,4.7
MISSOURI,222145000,34.2
MISSOURI,65496000,15.4
MISSOURI,190616000,9.5
MISSOURI,528315000,14.8
MISSOURI,83773000,15.2
MISSOURI,239989000,17.6
MISSOURI,799831000,7.3
MISSOURI,317604000,15
MISSOURI,212899000,29.9
MISSOURI,730680000,9.9
MISSOURI,69548000,20.5
MISSOURI,227636000,17.7
MISSOURI,26662000,26.2
MISSOURI,260739000,23.4
MISSOURI,15069000,26.5
MISSOURI,1026723000,5.7
MISSOURI,131698000,31.6
MISSOURI,50782000,18.5
MISSOURI,148263000,10.2
MISSOURI,441969000,13.3
MISSOURI,57015000,16.8
MISSOURI,196996000,18.5
MISSOURI,909886000,7.4
MISSOURI,116837000,19.8
MISSOURI,319962000,14.8
MISSOURI,589241000,7.5
MISSOURI,689164000,7.9
MISSOURI,230276000,14.3
MISSOURI,107284000,29.8
MISSOURI,559373000,10.2
MISSOURI,43527000,23.6
MISSOURI,193687000,20.3
MISSOURI,23017000,29.7
MISSOURI,198282000,24.8
MISSOURI,315082000,7.3
MISSOURI,14714000,25.6
MISSOURI,42353000,23.3
MISSOURI,86346000,59.6
MISSOURI,26758000,31.3
MISSOURI,110667000,18.8
MISSOURI,87328000,39.8
MISSOURI,171308000,26.3
MISSOURI,26021000,37.9
MISSOURI,33949000,26.2
MISSOURI,62457000,57.8
MISSOURI,62298,6.8
MISSOURI,691,24.9
MISSOURI,21576,19.1
MISSOURI,12615,11
MISSOURI,10574,14.2
MISSOURI,11493,13.5
MISSOURI,3108,26.7
MISSOURI,50025,8.4
MISSOURI,8077,14.6
MISSOURI,1954,26.4
MISSOURI,10740,9.5
MISSOURI,8268,15.5
MISSOURI,18671,13.5
MISSOURI,6912,19.6
MISSOURI,7985,17.2
MISSOURI,7479,31
MISSOURI,45574,8.4
MISSOURI,454,21.9
MISSOURI,16406,24.2
MISSOURI,9210,12.3
MISSOURI,8780,14.7
MISSOURI,8050,16.6
MISSOURI,2675,30.3
MISSOURI,41477,8.8
MISSOURI,4097,23.2
MISSOURI,9163,14.5
MISSOURI,32128,10.5
MISSOURI,38319,10
MISSOURI,5876,17.1
MISSOURI,1379,34.1
MISSOURI,9218,10.7
MISSOURI,4930,19.8
MISSOURI,14660,15.7
MISSOURI,5801,22.4
MISSOURI,6116,19.8
MISSOURI,16723,10.5
MISSOURI,5170,20.5
MISSOURI,3405,23.5
MISSOURI,1794,42.7
MISSOURI,3443,22.9
MISSOURI,11706,14.8
MISSOURI,2201,28.2
MISSOURI,1522,18.6
MISSOURI,3338,24.9
MISSOURI,4011,25.9
MISSOURI,1869,34.7
NEBRASKA,41426000,17.9
NEBRASKA,8521,11.2
NEBRASKA,16817,9.3
NEBRASKA,2374995000,3.3
NEBRASKA,320034000,17.1
NEBRASKA,54015000,20
NEBRASKA,455368000,10.6
NEBRASKA,861423000,8
NEBRASKA,129895000,15.3
NEBRASKA,491055000,9.1
NEBRASKA,1358448000,4.2
NEBRASKA,547389000,9.6
NEBRASKA,437169000,12.3
NEBRASKA,1454261000,5.7
NEBRASKA,75081000,17.6
NEBRASKA,359986000,10.7
NEBRASKA,27898000,41.3
NEBRASKA,413998000,11.4
NEBRASKA,11783000,38.9
NEBRASKA,1962211000,3.2
NEBRASKA,249036000,16.9
NEBRASKA,45402000,23.6
NEBRASKA,398119000,11.8
NEBRASKA,721817000,9.2
NEBRASKA,112980000,17.4
NEBRASKA,408389000,10
NEBRASKA,1770024000,3.9
NEBRASKA,192187000,15.2
NEBRASKA,799005000,9.3
NEBRASKA,1030585000,5.7
NEBRASKA,65476000,25.7
NEBRASKA,1155284000,4.7
NEBRASKA,442836000,10.2
NEBRASKA,364091000,13
NEBRASKA,1210346000,6.1
NEBRASKA,60179000,21.3
NEBRASKA,314786000,12
NEBRASKA,340940000,13.2
NEBRASKA,10752000,42.5
NEBRASKA,412784000,11.5
NEBRASKA,8613000,16.5
NEBRASKA,57249000,19
NEBRASKA,139606000,14.1
NEBRASKA,16915000,19.3
NEBRASKA,82665000,21.5
NEBRASKA,203164000,8.2
NEBRASKA,104554000,26
NEBRASKA,243915000,15.1
NEBRASKA,14902000,22
NEBRASKA,45201000,15.8
NEBRASKA,73058000,20.2
NEBRASKA,68825,4.6
NEBRASKA,2484,12.3
NEBRASKA,11829,13.5
NEBRASKA,18500,10.1
NEBRASKA,18160,8.2
NEBRASKA,11126,12
NEBRASKA,5711,8.8
NEBRASKA,50908,5
NEBRASKA,12449,9.9
NEBRASKA,4489,15.9
NEBRASKA,20486,6.8
NEBRASKA,6811,15.3
NEBRASKA,19986,9
NEBRASKA,3173,26.5
NEBRASKA,13205,10.4
NEBRASKA,4185,22.4
NEBRASKA,56006,5.5
NEBRASKA,1866,12.7
NEBRASKA,9638,16.3
NEBRASKA,15698,11.5
NEBRASKA,14800,9.2
NEBRASKA,9498,13.7
NEBRASKA,4484,9.5
NEBRASKA,52266,5.6
NEBRASKA,3741,20
NEBRASKA,15782,10.5
NEBRASKA,36809,5.4
NEBRASKA,1819,23.5
NEBRASKA,42008,5.9
NEBRASKA,10645,11.2
NEBRASKA,3354,13.6
NEBRASKA,17357,7.9
NEBRASKA,5027,19.7
NEBRASKA,16937,10.3
NEBRASKA,10555,11.8
NEBRASKA,3442,26.3
NEBRASKA,12818,6.7
NEBRASKA,2191,13.1
NEBRASKA,2802,18.6
NEBRASKA,3360,17.9
NEBRASKA,1629,19.7
NEBRASKA,1227,21.9
NEBRASKA,8900,6.7
NEBRASKA,1804,17.7
NEBRASKA,3129,8
NEBRASKA,1783,18.7
NEBRASKA,3049,14.5
NEBRASKA,2650,21.5
NORTH CAROLINA,44843000,35.2
NORTH CAROLINA,5270,16.1
NORTH CAROLINA,5416,13.2
NORTH CAROLINA,253914000,4.1
NORTH CAROLINA,66674000,8.2
NORTH CAROLINA,46621000,14.7
NORTH CAROLINA,56091000,18.2
NORTH CAROLINA,62303000,10.6
NORTH CAROLINA,186651000,5.7
NORTH CAROLINA,49077000,17.1
NORTH CAROLINA,17922000,37
NORTH CAROLINA,46827000,14.9
NORTH CAROLINA,44195000,12.4
NORTH CAROLINA,64153000,11.7
NORTH CAROLINA,25568000,15.1
NORTH CAROLINA,52288000,14.5
NORTH CAROLINA,20619000,11
NORTH CAROLINA,225049000,4.3
NORTH CAROLINA,62250000,8.4
NORTH CAROLINA,40180000,13.8
NORTH CAROLINA,50830000,18.8
NORTH CAROLINA,57164000,11.1
NORTH CAROLINA,215755000,3.9
NORTH CAROLINA,24384000,21.3
NORTH CAROLINA,192525000,5.6
NORTH CAROLINA,169794000,5.6
NORTH CAROLINA,43099000,17.2
NORTH CAROLINA,12156000,22.7
NORTH CAROLINA,36137000,17.4
NORTH CAROLINA,39123000,13.1
NORTH CAROLINA,58952000,12.2
NORTH CAROLINA,24668000,15.6
NORTH CAROLINA,46109000,14
NORTH CAROLINA,20059000,11.3
NORTH CAROLINA,28865000,13.5
NORTH CAROLINA,4424000,34.7
NORTH CAROLINA,16856000,29.3
NORTH CAROLINA,5201000,40.9
NORTH CAROLINA,900000,36.5
NORTH CAROLINA,560000,28.3
NORTH CAROLINA,68665,4
NORTH CAROLINA,47976,6.2
NORTH CAROLINA,4850,12.9
NORTH CAROLINA,2436,15.6
NORTH CAROLINA,12834,10.1
NORTH CAROLINA,60968,4.4
NORTH CAROLINA,6411,12.8
NORTH CAROLINA,1114,24.7
NORTH CAROLINA,2025,16
NORTH CAROLINA,14950,11
NORTH CAROLINA,12362,9.4
NORTH CAROLINA,14119,10.2
NORTH CAROLINA,4904,13.1
NORTH CAROLINA,20133,8.7
NORTH CAROLINA,63923,4.2
NORTH CAROLINA,45322,6.5
NORTH CAROLINA,4434,13.7
NORTH CAROLINA,2115,15.6
NORTH CAROLINA,11762,10.4
NORTH CAROLINA,63164,4.2
NORTH CAROLINA,4210,18.8
NORTH CAROLINA,57649,4.6
NORTH CAROLINA,57218,4.6
NORTH CAROLINA,5679,13.8
NORTH CAROLINA,1027,25.9
NORTH CAROLINA,1688,17.1
NORTH CAROLINA,13778,11.5
NORTH CAROLINA,11435,9.5
NORTH CAROLINA,13528,10.6
NORTH CAROLINA,4614,13.5
NORTH CAROLINA,18881,8.9
NORTH CAROLINA,4742,13.6
NORTH CAROLINA,2654,17.4
NORTH CAROLINA,3750,18.7
NORTH CAROLINA,928,42.2
NORTH CAROLINA,591,27.3
NORTH CAROLINA,1252,35.7
NORTH DAKOTA,151364000,22.2
NORTH DAKOTA,4560,22.2
NORTH DAKOTA,4874,20
NORTH DAKOTA,866137000,3.3
NORTH DAKOTA,273117000,15.7
NORTH DAKOTA,6950000,41.5
NORTH DAKOTA,106286000,17.1
NORTH DAKOTA,198780000,8.5
NORTH DAKOTA,22046000,16.3
NORTH DAKOTA,253323000,8.6
NORTH DAKOTA,470227000,6.7
NORTH DAKOTA,246490000,14.8
NORTH DAKOTA,145488000,21
NORTH DAKOTA,467289000,9
NORTH DAKOTA,37298000,18.9
NORTH DAKOTA,125798000,10.3
NORTH DAKOTA,24206000,34.6
NORTH DAKOTA,197202000,11.3
NORTH DAKOTA,10412000,54.5
NORTH DAKOTA,545036000,3.3
NORTH DAKOTA,135898000,19
NORTH DAKOTA,3562000,25.4
NORTH DAKOTA,90054000,19.5
NORTH DAKOTA,141534000,10.3
NORTH DAKOTA,16244000,19.8
NORTH DAKOTA,156040000,9.8
NORTH DAKOTA,473676000,5.2
NORTH DAKOTA,71360000,35.7
NORTH DAKOTA,73560000,14.2
NORTH DAKOTA,448481000,4.7
NORTH DAKOTA,19754000,38.6
NORTH DAKOTA,319242000,8
NORTH DAKOTA,136598000,9.5
NORTH DAKOTA,89196000,30.1
NORTH DAKOTA,262481000,11.8
NORTH DAKOTA,25854000,22.2
NORTH DAKOTA,78486000,10.8
NORTH DAKOTA,21868000,38.2
NORTH DAKOTA,146449000,13.3
NORTH DAKOTA,321101000,6.8
NORTH DAKOTA,137219000,24.8
NORTH DAKOTA,3388000,80.9
NORTH DAKOTA,16232000,29.5
NORTH DAKOTA,57246000,15.1
NORTH DAKOTA,5802000,27.3
NORTH DAKOTA,97283000,16
NORTH DAKOTA,150985000,11.9
NORTH DAKOTA,109893000,31
NORTH DAKOTA,56292000,25.6
NORTH DAKOTA,204809000,13.7
NORTH DAKOTA,11444000,35.9
NORTH DAKOTA,47312000,20.9
NORTH DAKOTA,2337000,28.7
NORTH DAKOTA,50753000,21.5
NORTH DAKOTA,50903,10
NORTH DAKOTA,3870,11.4
NORTH DAKOTA,3489,22.5
NORTH DAKOTA,17617,27.4
NORTH DAKOTA,13382,11.4
NORTH DAKOTA,3861,14.7
NORTH DAKOTA,8314,10.3
NORTH DAKOTA,38883,13.4
NORTH DAKOTA,8278,13.1
NORTH DAKOTA,3375,15.2
NORTH DAKOTA,11432,6.7
NORTH DAKOTA,5372,26.5
NORTH DAKOTA,11363,10.6
NORTH DAKOTA,5555,48.3
NORTH DAKOTA,12699,29.7
NORTH DAKOTA,4116,51
NORTH DAKOTA,38833,12.8
NORTH DAKOTA,2425,14.2
NORTH DAKOTA,2508,23.1
NORTH DAKOTA,15723,30.6
NORTH DAKOTA,10058,14.4
NORTH DAKOTA,2578,18
NORTH DAKOTA,5540,12.6
NORTH DAKOTA,36822,13.9
NORTH DAKOTA,2012,27.3
NORTH DAKOTA,3764,13.2
NORTH DAKOTA,33369,14.6
NORTH DAKOTA,1529,60.4
NORTH DAKOTA,30692,16.7
NORTH DAKOTA,6002,17.3
NORTH DAKOTA,2139,20.6
NORTH DAKOTA,8039,8.9
NORTH DAKOTA,3607,36.1
NORTH DAKOTA,7735,13.1
NORTH DAKOTA,4902,54.7
NORTH DAKOTA,10853,34.6
NORTH DAKOTA,12070,7.7
NORTH DAKOTA,1445,19.2
NORTH DAKOTA,982,54.1
NORTH DAKOTA,1894,18.8
NORTH DAKOTA,3324,13.9
NORTH DAKOTA,1283,25.4
NORTH DAKOTA,2775,17.6
NORTH DAKOTA,8191,10.3
NORTH DAKOTA,2276,13.9
NORTH DAKOTA,1236,21.4
NORTH DAKOTA,3392,7.7
NORTH DAKOTA,1765,32.6
NORTH DAKOTA,3628,17.5
NORTH DAKOTA,653,23
NORTH DAKOTA,1846,17.5
OHIO,37769000,57.9
OHIO,11747,36.2
OHIO,12710,10.1
OHIO,1019011000,5.2
OHIO,124519000,14.4
OHIO,270397000,13.3
OHIO,201605000,20.6
OHIO,173193000,12.1
OHIO,152684000,26.9
OHIO,727168000,5.4
OHIO,163928000,14
OHIO,96170000,45.9
OHIO,458565000,16.5
OHIO,71218000,27.4
OHIO,177907000,12.1
OHIO,32372000,24.6
OHIO,230740000,11.7
OHIO,16464000,26.5
OHIO,844621000,6.1
OHIO,107470000,16.3
OHIO,229427000,14.5
OHIO,168538000,24
OHIO,153579000,12.8
OHIO,138563000,28.7
OHIO,774874000,7
OHIO,69747000,25.5
OHIO,254399000,20.9
OHIO,569346000,6.1
OHIO,635585000,5.7
OHIO,134455000,13.9
OHIO,395172000,18.8
OHIO,63010000,30.8
OHIO,137111000,13.1
OHIO,29260000,26.6
OHIO,205595000,12.5
OHIO,14473000,29.9
OHIO,174390000,7.1
OHIO,17049000,20.5
OHIO,40971000,34.1
OHIO,19614000,37.3
OHIO,91583000,15.4
OHIO,8208000,24.1
OHIO,40796000,28.9
OHIO,79786,9.4
OHIO,45167,15.2
OHIO,11654,10.1
OHIO,4287,14.2
OHIO,15907,11
OHIO,1086,23.4
OHIO,69348,10.6
OHIO,6971,14.1
OHIO,1897,27.9
OHIO,7965,12.7
OHIO,15398,28.6
OHIO,17535,12.2
OHIO,9071,15.5
OHIO,11203,11.6
OHIO,17044,33.8
OHIO,68046,10.9
OHIO,40137,16.9
OHIO,9811,10.6
OHIO,3266,16.2
OHIO,13757,11.1
OHIO,994,24.6
OHIO,61544,11.5
OHIO,6501,20.5
OHIO,13728,10.1
OHIO,53024,12.5
OHIO,60718,12
OHIO,5776,15.8
OHIO,6925,14.1
OHIO,13244,33
OHIO,14302,13.5
OHIO,8311,16.4
OHIO,9843,12.6
OHIO,15421,37.2
OHIO,11740,10.6
OHIO,5030,17.8
OHIO,1843,29.6
OHIO,2150,39.6
OHIO,8629,12.6
OHIO,2153,22.9
OHIO,3233,28.4
OKLAHOMA,726001000,17.8
OKLAHOMA,14803,14
OKLAHOMA,12637,19.3
OKLAHOMA,439405000,10.9
OKLAHOMA,116353000,42.3
OKLAHOMA,7370000,25.9
OKLAHOMA,44759000,18.1
OKLAHOMA,143811000,13.6
OKLAHOMA,34901000,23.6
OKLAHOMA,63832000,18
OKLAHOMA,226364000,12.2
OKLAHOMA,122390000,41.6
OKLAHOMA,76271000,28.4
OKLAHOMA,232741000,21.7
OKLAHOMA,35011000,20
OKLAHOMA,72122000,20.8
OKLAHOMA,12964000,36.7
OKLAHOMA,62244000,21.6
OKLAHOMA,322600000,6.4
OKLAHOMA,62236000,35.2
OKLAHOMA,38973000,19.9
OKLAHOMA,118064000,15
OKLAHOMA,27980000,27.4
OKLAHOMA,56054000,18.6
OKLAHOMA,314769000,6.4
OKLAHOMA,166380000,14.8
OKLAHOMA,133425000,15.3
OKLAHOMA,187591000,13.8
OKLAHOMA,66212000,17.8
OKLAHOMA,68798000,29
OKLAHOMA,168430000,13.7
OKLAHOMA,24508000,24.1
OKLAHOMA,60667000,23.8
OKLAHOMA,50976000,23.9
OKLAHOMA,116805000,37
OKLAHOMA,25747000,32.5
OKLAHOMA,38774000,24.5
OKLAHOMA,11455000,36.3
OKLAHOMA,52013,10
OKLAHOMA,1491,12.3
OKLAHOMA,6567,26.9
OKLAHOMA,10978,18.7
OKLAHOMA,13597,12.3
OKLAHOMA,13767,18.5
OKLAHOMA,4002,17.7
OKLAHOMA,40895,12.3
OKLAHOMA,7422,19.5
OKLAHOMA,2086,18.5
OKLAHOMA,7969,11.7
OKLAHOMA,11522,17.1
OKLAHOMA,13742,16.1
OKLAHOMA,7090,31.3
OKLAHOMA,5401,23.1
OKLAHOMA,42991,11.7
OKLAHOMA,1085,12.7
OKLAHOMA,9904,20.4
OKLAHOMA,11021,14.2
OKLAHOMA,12278,20.3
OKLAHOMA,3456,19.4
OKLAHOMA,41963,11.6
OKLAHOMA,12725,19.9
OKLAHOMA,28636,15.6
OKLAHOMA,34923,14.1
OKLAHOMA,6234,22.4
OKLAHOMA,1834,19.7
OKLAHOMA,7047,12.8
OKLAHOMA,9109,20.4
OKLAHOMA,11215,18.2
OKLAHOMA,4524,26.3
OKLAHOMA,9022,14.7
OKLAHOMA,2576,22.5
OKLAHOMA,5972,16.7
OKLAHOMA,2527,33.4
PENNSYLVANIA,173419000,12.4
PENNSYLVANIA,51988000,31.4
PENNSYLVANIA,29519000,20.2
PENNSYLVANIA,55718000,20.9
PENNSYLVANIA,120907000,12.9
PENNSYLVANIA,27417000,53.9
PENNSYLVANIA,42584000,29.6
PENNSYLVANIA,18470000,29.4
PENNSYLVANIA,34350000,14.8
PENNSYLVANIA,10494000,31.3
PENNSYLVANIA,55304000,28.7
PENNSYLVANIA,5261000,33.6
PENNSYLVANIA,136978000,15.1
PENNSYLVANIA,44291000,36.6
PENNSYLVANIA,21047000,22.5
PENNSYLVANIA,43372000,24.5
PENNSYLVANIA,105593000,11.8
PENNSYLVANIA,116194000,18.4
PENNSYLVANIA,95580000,15.3
PENNSYLVANIA,39747000,31.5
PENNSYLVANIA,26935000,16.2
PENNSYLVANIA,45856000,33.6
PENNSYLVANIA,4779000,36.8
PENNSYLVANIA,36441000,16.3
PENNSYLVANIA,7696000,21.1
PENNSYLVANIA,12346000,38.8
PENNSYLVANIA,25327000,21.5
PENNSYLVANIA,7378000,53.6
PENNSYLVANIA,7415000,35
PENNSYLVANIA,38910,9.8
PENNSYLVANIA,24461,15.5
PENNSYLVANIA,2988,19.2
PENNSYLVANIA,9817,19.8
PENNSYLVANIA,34965,10.5
PENNSYLVANIA,2271,32.1
PENNSYLVANIA,1424,24.3
PENNSYLVANIA,6820,23.2
PENNSYLVANIA,9655,24.4
PENNSYLVANIA,8048,28.5
PENNSYLVANIA,5312,19.6
PENNSYLVANIA,6570,24.1
PENNSYLVANIA,31920,11.7
PENNSYLVANIA,20494,17.9
PENNSYLVANIA,2405,21.7
PENNSYLVANIA,8496,22.2
PENNSYLVANIA,29151,12.4
PENNSYLVANIA,27452,12.2
PENNSYLVANIA,29434,12.1
PENNSYLVANIA,1257,26.6
PENNSYLVANIA,8016,28
PENNSYLVANIA,4535,22.1
PENNSYLVANIA,5725,27.2
PENNSYLVANIA,6990,12.5
PENNSYLVANIA,3967,23
PENNSYLVANIA,1321,35
PENNSYLVANIA,5530,15.9
PENNSYLVANIA,1619,38.5
PENNSYLVANIA,1639,44.1
SOUTH DAKOTA,27216000,50.7
SOUTH DAKOTA,3929,20
SOUTH DAKOTA,6824,14.2
SOUTH DAKOTA,1466518000,4.9
SOUTH DAKOTA,421745000,19
SOUTH DAKOTA,16562000,29.8
SOUTH DAKOTA,174295000,13.5
SOUTH DAKOTA,412205000,10.2
SOUTH DAKOTA,55653000,17
SOUTH DAKOTA,358201000,15
SOUTH DAKOTA,764890000,9.5
SOUTH DAKOTA,443361000,19.1
SOUTH DAKOTA,238361000,15.7
SOUTH DAKOTA,956807000,8.5
SOUTH DAKOTA,50065000,26.2
SOUTH DAKOTA,176278000,13
SOUTH DAKOTA,15689000,31.4
SOUTH DAKOTA,243994000,10.9
SOUTH DAKOTA,3779000,37
SOUTH DAKOTA,862680000,3.8
SOUTH DAKOTA,202187000,16.3
SOUTH DAKOTA,14670000,33.4
SOUTH DAKOTA,133465000,15.1
SOUTH DAKOTA,295319000,9.5
SOUTH DAKOTA,40050000,21.7
SOUTH DAKOTA,169038000,16.1
SOUTH DAKOTA,790335000,5.1
SOUTH DAKOTA,72345000,25.4
SOUTH DAKOTA,293169000,12.6
SOUTH DAKOTA,517059000,5.1
SOUTH DAKOTA,38025000,36
SOUTH DAKOTA,543954000,6.2
SOUTH DAKOTA,204764000,14.4
SOUTH DAKOTA,113963000,14.5
SOUTH DAKOTA,505631000,7.1
SOUTH DAKOTA,30124000,24.7
SOUTH DAKOTA,147010000,15.2
SOUTH DAKOTA,164709000,13.3
SOUTH DAKOTA,603838000,10.6
SOUTH DAKOTA,219558000,33.3
SOUTH DAKOTA,1892000,26.6
SOUTH DAKOTA,40830000,29.7
SOUTH DAKOTA,116887000,26.8
SOUTH DAKOTA,15603000,24.4
SOUTH DAKOTA,189162000,24.5
SOUTH DAKOTA,220936000,29.1
SOUTH DAKOTA,238598000,33.4
SOUTH DAKOTA,124398000,27.1
SOUTH DAKOTA,451175000,16.2
SOUTH DAKOTA,19941000,54.2
SOUTH DAKOTA,29268000,16.4
SOUTH DAKOTA,79285000,18.8
SOUTH DAKOTA,40301,4.6
SOUTH DAKOTA,3026,10.2
SOUTH DAKOTA,4436,25
SOUTH DAKOTA,9010,10.7
SOUTH DAKOTA,12311,7.8
SOUTH DAKOTA,5564,14.9
SOUTH DAKOTA,5555,15.3
SOUTH DAKOTA,27970,6.7
SOUTH DAKOTA,8057,10.1
SOUTH DAKOTA,3914,16.8
SOUTH DAKOTA,12939,8.9
SOUTH DAKOTA,5825,22.3
SOUTH DAKOTA,9260,10.6
SOUTH DAKOTA,1671,25.4
SOUTH DAKOTA,9187,10.8
SOUTH DAKOTA,1059,25.8
